date,symbol,close,volume,open_interest,roll_yield
20250526,NR2506,12705.0,15757.0,13334.0,-0.0568048398023876
20250526,NR2507,12645.0,134736.0,60115.0,-0.1335997895081531
20250526,NR2508,12505.0,29819.0,29041.0,-0.0915115813567983
20250526,NR2509,12410.0,23591.0,27022.0,-0.0241984353023156
20250526,NR2510,12385.0,4948.0,4373.0,0.0338641627681177
20250526,NR2511,12420.0,234.0,1026.0,0.0144840090004234
20250526,NR2512,12435.0,119.0,872.0,0.0625628046346505
20250526,NR2601,12500.0,296.0,2574.0,-0.0673888654276289
20250526,NR2602,12430.0,11.0,37.0,0.1677678614071597
20250526,NR2603,12605.0,11.0,44.0,-0.0668259483555168
20250526,NR2604,12535.0,9.0,27.0,0.0668259483555183
20250526,NR2605,12605.0,4.0,7.0,0.0
20250527,NR2506,13020.0,15386.0,9316.0,-0.0971665227914323
20250527,NR2507,12915.0,165882.0,64277.0,-0.1778503693346079
20250527,NR2508,12725.0,32948.0,33160.0,-0.0994284638822327
20250527,NR2509,12620.0,21972.0,27973.0,-0.0571883528761734
20250527,NR2510,12560.0,5486.0,3968.0,-0.0047780211660509
20250527,NR2511,12555.0,690.0,1240.0,0.0334062653604882
20250527,NR2512,12590.0,1003.0,1083.0,0.0570524054072819
20250527,NR2601,12650.0,1184.0,2750.0,0.0236920116446112
20250527,NR2602,12675.0,12.0,37.0,-0.0331819291024253
20250527,NR2603,12640.0,20.0,40.0,0.0521019172551656
20250527,NR2604,12695.0,10.0,25.0,0.0141704405366512
20250527,NR2605,12710.0,10.0,8.0,0.0
20250528,NR2506,12370.0,9536.0,6428.0,-0.121877952003185
20250528,NR2507,12245.0,206531.0,57246.0,-0.1578321149842164
20250528,NR2508,12085.0,47587.0,33917.0,-0.1097264503016092
20250528,NR2509,11975.0,33161.0,30140.0,-0.0301003502304726
20250528,NR2510,11945.0,4006.0,4411.0,0.0
20250528,NR2511,11945.0,846.0,1369.0,0.0100418415901833
20250528,NR2512,11955.0,297.0,1221.0,0.0300752037127144
20250528,NR2601,11985.0,847.0,2994.0,0.3405533914788627
20250528,NR2602,12330.0,3.0,36.0,-0.325544008659031
20250528,NR2603,12000.0,8.0,38.0,0.198351623414526
20250528,NR2604,12200.0,4.0,24.0,0.093080687147339
20250528,NR2605,12295.0,5.0,8.0,0.0
