时间,开盘,最高,最低,收盘,成交量,持仓量,MA5,MA10,MA20,MA60,MACD,MACD_SIGNAL,MACD_HIST,RSI14,ATR14,CCI20,VOL_MA20,OBV,OI_MA20,OI_CHANGE,OI_CHANGE_PCT
2024-12-26,44000.0,44000.0,41010.0,41570.0,301655,31271,41570.0,41570.0,41570.0,41570.0,0.0,0.0,0.0,0.0,2990.0,0.0,301655.0,0,31271.0,0.0,0.0
2024-12-27,41600.0,42160.0,41225.0,41950.0,172813,32846,41760.0,41760.0,41760.0,41760.0,30.313390313385753,6.062678062677151,24.250712250708602,99.99999999994736,1962.5,-35.35533905932738,237234.0,172813,32058.5,1575.0,5.036615394454924
2024-12-30,41900.0,43010.0,41750.0,42535.0,136506,35565,42018.333333333336,42018.333333333336,42018.333333333336,42018.333333333336,100.38441246419097,24.927024942979916,75.45738752121106,99.9999999999689,1728.3333333333333,44.94871571776152,203658.0,309319,33227.333333333336,2719.0,8.278024721427268
2024-12-31,42570.0,42705.0,42230.0,42465.0,74312,31540,42130.0,42130.0,42130.0,42130.0,148.5553339502585,49.65268674443564,98.90264720582286,93.23671497584542,1415.0,39.304922900257566,171321.5,235007,32805.5,-4025.0,-11.317306340503308
2025-01-02,42315.0,42680.0,42315.0,42570.0,36858,30447,42218.0,42218.0,42218.0,42218.0,192.9792144997482,78.31799229549816,114.66122220425004,93.85964912280701,1205.0,39.7141096695407,144428.8,271865,32333.8,-1093.0,-3.4654407102092555
2025-01-03,42570.0,42780.0,42365.0,42560.0,37079,29242,42416.0,42275.0,42275.0,42275.0,224.78733499292866,107.61186083498427,117.1754741579444,93.04347826086956,1073.3333333333333,40.48068978127496,126537.16666666667,234786,31818.5,-1205.0,-3.957696981640224
2025-01-06,42600.0,43600.0,42560.0,43325.0,68310,31663,42691.0,42425.0,42425.0,42425.0,308.1721891115958,147.72392649030658,160.44826262128922,95.822454308094,1068.5714285714287,85.82580426253959,118219.0,303096,31796.285714285714,2421.0,8.279187470077275
2025-01-07,43325.0,43450.0,42765.0,43185.0,39615,30357,42821.0,42520.0,42520.0,42520.0,358.8221780750973,189.94357680726472,168.8786012678326,89.29440389294405,1020.625,65.92672615540633,108393.5,263481,31616.375,-1306.0,-4.124688121782527
2025-01-08,43185.0,43390.0,42650.0,42700.0,30253,28183,42868.0,42540.0,42540.0,42540.0,355.72661754137516,223.10018495408684,132.62643258728832,72.24409448818898,989.4444444444445,38.07784475731139,99711.22222222222,233228,31234.88888888889,-2174.0,-7.161445465625715
2025-01-09,43000.0,43000.0,42165.0,42575.0,36908,27681,42869.0,42543.5,42543.5,42543.5,339.27594626804785,246.33533721687905,92.94060905116879,68.85553470919325,974.0,0.615404146199743,93430.9,196320,30879.5,-502.0,-1.781215626441468
2025-01-10,42660.0,43480.0,42435.0,43070.0,33598,26973,42971.0,42693.5,42591.36363636364,42591.36363636364,362.0080306405798,269.4698759016192,92.5381547389606,73.73417721518987,980.4545454545455,45.70093720537788,87991.54545454546,229918,30524.363636363636,-708.0,-2.5577110653516866
2025-01-13,43270.0,43480.0,42865.0,43385.0,22370,26759,42983.0,42837.0,42657.5,42657.5,400.8208257399747,295.74006586929033,105.08075987068435,76.11510791366906,950.0,65.95157429845082,82523.08333333333,252288,30210.583333333332,-214.0,-0.7933859785711594
2025-01-14,43305.0,43850.0,43120.0,43650.0,34850,28130,43076.0,42948.5,42733.846153846156,42733.846153846156,447.8015532310601,326.15236334164433,121.64918988941577,77.80748663101605,933.0769230769231,83.30703891984545,78855.92307692308,287138,30050.53846153846,1371.0,5.1235098471542395
2025-01-15,43550.0,44640.0,43550.0,44225.0,79215,30974,43381.0,43124.5,42840.357142857145,42840.357142857145,525.3756097755759,365.99701262843064,159.37859714714523,80.76477404403244,944.2857142857143,109.1009756597205,78881.57142857143,366353,30116.5,2844.0,10.110202630643439
2025-01-16,44235.0,44445.0,43800.0,44130.0,29190,29862,43692.0,43280.5,42926.333333333336,42926.333333333336,572.587470489656,407.3151042006757,165.27236628898027,79.02494331065759,776.7857142857143,90.52670569067861,75568.8,337163,30099.533333333333,-1112.0,-3.590107832375544
2025-01-17,44130.0,45190.0,44015.0,44940.0,63067,33745,44066.0,43518.5,43052.1875,43052.1875,667.666991328435,459.3854816262276,208.28150970220736,80.88842975206612,793.9285714285714,107.29634475626108,74787.4375,400230,30327.375,3883.0,13.003147813274385
2025-01-20,44505.0,45060.0,44505.0,44705.0,22940,31434,44330.0,43656.5,43149.41176470588,43149.41176470588,715.8043140217342,510.66924810532896,205.1350659164052,74.16481069042317,743.5714285714286,93.61517267338643,71737.58823529411,377290,30392.470588235294,-2311.0,-6.848421988442732
2025-01-21,44780.0,44850.0,43940.0,44265.0,33834,27276,44453.0,43764.5,43211.38888888889,43211.38888888889,710.2617114136738,550.587740766998,159.6739706466758,68.51851851851852,774.6428571428571,64.73351336359859,69631.83333333333,343456,30219.333333333332,-4158.0,-13.227715212826874
2025-01-22,44000.0,44185.0,43360.0,43770.0,29641,25171,44362.0,43871.5,43240.78947368421,43240.78947368421,658.3378864482365,572.1377699032457,86.2001165449908,61.42857142857143,813.2142857142857,30.949777905325178,67527.05263157895,313815,29953.63157894737,-2105.0,-7.7174072444640025
2025-01-23,43760.0,43965.0,43315.0,43380.0,17719,23863,44212.0,43952.0,43247.75,43247.75,579.0432898348809,573.5188738895728,5.524415945308078,57.28241563055062,830.0,17.949643207943982,65036.65,296096,29649.1,-1308.0,-5.196456239323033
2025-01-24,43310.0,43770.0,42965.0,43195.0,21936,22291,43863.0,43964.5,43329.0,43245.23809523809,495.56127494025714,557.9273540997096,-62.36607915945251,48.712871287128706,813.2142857142857,0.4438442510593454,51050.7,274160,29200.1,-1572.0,-6.587604240875001
2025-01-27,43325.0,43735.0,43100.0,43730.0,10720,21281,43668.0,43999.0,43418.0,43267.27272727273,467.1857786559631,539.7790390109603,-72.59326035499726,55.004591368227736,809.6428571428571,8.970590277781,42946.05,284880,28621.85,-1010.0,-4.53097662733839
2025-02-05,43540.0,44140.0,42820.0,43200.0,16243,21144,43455.0,43954.0,43451.25,43264.34782608696,397.3510077362953,511.29343275602736,-113.94242501973207,54.553734061930776,851.0714285714286,-3.6483219625367864,36932.9,268637,27900.8,-137.0,-0.6437667402847569
2025-02-06,43200.0,43880.0,43180.0,43795.0,14408,21881,43460.0,43911.0,43517.75,43286.458333333336,385.57332672816847,486.14941155045557,-100.5760848222871,60.234899328859065,841.4285714285714,9.30808237078678,33937.7,283045,27417.85,737.0,3.4856223987892454
2025-02-07,43800.0,44645.0,43740.0,44105.0,29414,23491,43605.0,43908.5,43594.5,43319.2,396.6811455767529,468.25575835571505,-71.57461277896215,58.961038961038966,831.4285714285714,46.11749487971906,33565.5,312459,27070.05,1610.0,7.357981810703351
2025-02-10,44000.0,44555.0,43805.0,44435.0,15906,22558,43853.0,43858.0,43688.25,43362.11538461538,427.1880561210637,460.0422179087848,-32.85416178772107,59.067357512953365,841.0714285714286,49.729044268307995,32506.85,328365,26735.85,-933.0,-3.971733855519133
2025-02-11,44500.0,44550.0,43705.0,43870.0,17071,20978,43881.0,43774.5,43715.5,43380.92592592593,401.1500167341728,448.2637776738624,-47.1137609396896,51.80623973727422,849.2857142857143,27.968556491526776,29944.9,311294,26201.6,-1580.0,-7.0041670360847625
2025-02-12,43810.0,44275.0,43800.0,43915.0,10612,21113,44024.0,43739.5,43752.0,43400.0,379.76807685288077,434.5646375096661,-54.796560656785346,47.21223021582734,805.3571428571429,21.056040895105927,28494.75,321906,25739.4,135.0,0.6435313185241709
2025-02-13,43950.0,44150.0,43620.0,43810.0,10801,20722,44027.0,43743.5,43807.5,43414.137931034486,350.3119350444322,417.71409701661935,-67.40216197218717,47.12746858168761,797.1428571428571,5.720360070260747,27522.15,311105,25366.35,-391.0,-1.8519395633022295
2025-02-14,44100.0,44260.0,43845.0,44150.0,10245,20607,44036.0,43820.5,43886.25,43438.666666666664,350.36410958146735,404.244099529589,-53.87998994812165,42.25490196078431,745.3571428571429,22.364032739248362,26189.0,321350,25012.65,-115.0,-0.5549657368979832
2025-02-17,44100.0,44360.0,43915.0,44270.0,11211,21064,44003.0,43928.0,43946.25,43465.48387096774,355.9848832548523,394.5922562746417,-38.60737301978941,45.63691073219658,737.5,28.89054489562892,25069.65,332561,24717.2,457.0,2.2176930169359954
2025-02-18,44270.0,44400.0,44085.0,44160.0,8338,20826,44061.0,43971.0,43985.0,43487.1875,347.55688675104466,385.18518236992236,-37.6282956188777,48.872180451127825,695.0,28.97583892139863,24368.05,324223,24420.55,-238.0,-1.1298898594758855
2025-02-19,44270.0,44275.0,44015.0,44060.0,6023,20673,44090.0,44057.0,44005.5,43504.545454545456,329.015785367701,373.9513029694781,-44.935517601777065,53.40375586854461,648.9285714285714,13.733725346567406,22926.7,318200,24047.7,-153.0,-0.7346585998271427
2025-02-20,43950.0,44080.0,43660.0,43765.0,12769,21133,44081.0,44054.0,43982.5,43512.205882352944,287.2070502626011,356.6024524281027,-69.3954021655016,54.621848739495796,632.5,-20.125573990431462,19604.4,305431,23555.65,460.0,2.2251245586029977
