时间,MA5,MA10,MA20,MA60,EMA20,ATR14,RSI14,MACD,MACD_SIGNAL,MACD_HIST,BOLL_UP,BOLL_LOW,BOLL_MID,BOLL_WIDTH,KDJ_K,KDJ_D,KDJ_J,WILLIAMS_R14,CCI20,STOCH_RSI,VOL_MA20,OBV,OI_MA20,OI_CHANGE,OI_CHANGE_PCT
2023-12-01,8314.0,8396.4,8473.7,8623.64,8454.905052458693,165.0,44.570502431118314,-86.87231681258709,-76.76824841741205,-10.104068395175034,8760.599285464397,8186.800714535603,8473.7,573.7985709287941,20.895451452881556,20.893582469268956,20.89918942010675,-82.33438485804416,-46.87992399650853,24.910670990073683,67435.6,-1013980,75264.8,-2642.0,-3.7949410362113745
2023-12-04,8310.0,8353.4,8459.7,8616.862745098038,8438.056952224531,162.85714285714286,37.58620689655173,-90.58102583196887,-79.53080390032342,-11.050221931645453,8756.436707679033,8162.963292320968,8459.7,593.4734153580648,21.82503781069297,21.20406758307696,23.06697826592498,-88.64353312302839,-57.061496435954545,0.0,65097.85,-1064647,75252.8,603.0,0.9003090613195486
2023-12-05,8313.2,8335.6,8448.6,8610.26923076923,8422.432480584099,164.28571428571428,34.17721518987341,-92.7735354530596,-82.17935021087067,-10.594185242188928,8756.035162184402,8141.1648378156,8448.6,614.8703243688024,24.07383473093817,22.16065663236403,27.900190928086445,-87.07692307692308,-68.06992982183134,0.0,64039.3,-1113379,75363.45,848.0,1.2548091151228125
2023-12-06,8324.4,8325.0,8441.0,8604.603773584906,8411.724625290375,164.0,26.31578947368422,-90.56227050715461,-83.85593427012746,-6.706336237027145,8754.495739918979,8127.50426008102,8441.0,626.9914798379587,33.87453509691778,26.06528278721528,49.493039716322784,-72.6027397260274,-63.3117364707706,0.0,64711.75,-1028832,75420.0,1785.0,2.6085812825159316
2023-12-07,8290.0,8311.0,8432.9,8598.407407407407,8398.227041929387,159.0,28.199566160520604,-90.98863249532405,-85.28247391516679,-5.706158580157265,8755.61082052542,8110.189179474579,8432.9,645.4216410508416,36.84327295231239,29.65794617558098,51.213926505775206,-75.83081570996978,-58.79999774410344,6.838323890173247,63220.85,-1079469,75287.25,-725.0,-1.0325723156680344
2023-12-08,8294.0,8304.0,8426.3,8593.672727272728,8392.491133174208,160.85714285714286,30.607966457023068,-84.86126787072317,-85.19823270627806,0.33696483555489465,8751.20782498552,8101.392175014479,8426.3,649.8156499710412,44.88303758318152,34.73297664478116,65.18315945998222,-65.03067484662577,-31.930377059532145,19.124727049255345,63113.3,-1021910,75157.2,2317.0,3.3343886714252813
2023-12-11,8305.6,8307.8,8420.5,8589.07142857143,8387.111025252854,144.57142857142858,41.714285714285715,-79.25309025463321,-84.0092042159491,4.75611396131589,8747.61015366625,8093.389846333749,8420.5,654.2203073325009,50.06462755099801,39.843526946853444,70.50682875928715,-43.5,-26.846579272214427,68.6113454113454,62688.6,-1079302,75241.7,1904.0,2.651625931341828
2023-12-12,8322.0,8317.6,8410.0,8584.982456140351,8384.148070466868,147.14285714285714,45.614035087719294,-72.36060818784244,-81.67948501032777,9.318876822485322,8730.867245872281,8089.132754127719,8410.0,641.7344917445625,55.301552057171584,44.99620198362616,75.91225220426243,-34.224598930481285,-19.319641778228593,85.98752598752596,63127.55,-1007125,75474.95,4602.0,6.243470946560126
2023-12-13,8287.2,8305.8,8385.6,8577.241379310344,8360.514920898595,154.42857142857142,34.74387527839643,-83.68575063479693,-82.08073813522161,-1.6050124995753237,8712.116800567153,8059.083199432847,8385.6,653.0336011343061,39.1849919240324,43.05913196376157,31.436711844574063,-93.04812834224599,-58.24664974393724,37.553167352721864,65213.7,-1104187,76451.55,15773.0,20.141487147399474
2023-12-14,8252.8,8271.4,8351.6,8569.118644067798,8335.513499860634,157.42857142857142,33.40471092077087,-94.63638074982009,-84.5918666581413,-10.044514091678792,8646.121485231783,8057.078514768217,8351.6,589.0429704635653,26.72213034456452,37.61346475736256,4.939461518968443,-98.46938775510205,-76.66909720204514,31.586229616208122,66147.3,-1186597,77666.15,9250.0,9.831639811232517
2023-12-15,8234.0,8264.0,8330.2,8563.7,8326.797928445336,160.57142857142858,47.21649484536083,-90.49073333851629,-85.7716399942163,-4.719093344299992,8586.40353750789,8073.996462492112,8330.2,512.4070750157771,32.98441424168573,36.070447918803616,26.812346887449948,-61.224489795918366,-44.68133063114326,93.12763358124182,64908.65,-1097453,77720.65,-17725.0,-17.153115141192632
2023-12-18,8228.4,8267.0,8310.2,8544.366666666667,8325.00764954578,164.42857142857142,52.515090543259554,-81.10607245115898,-84.83852648560485,3.7324540344458654,8494.62011535444,8125.779884645561,8310.2,368.84023070888,43.546495722002064,38.5624638532031,53.51455945959998,-44.89795918367347,-20.450876844156234,100.0,63943.75,-1049627,77372.45,-3513.0,-4.10354051559999
2023-12-19,8220.8,8271.4,8303.5,8527.233333333334,8324.340254350944,161.14285714285714,53.199999999999996,-72.03141138612227,-82.27710346570834,10.245692079586064,8475.550788095221,8131.449211904779,8303.5,344.10157619044185,51.58588736756225,42.903605024656144,68.95045205337448,-42.3469387755102,17.11195616684527,100.00000000000001,61927.05,-1008033,77256.45,-3055.0,-3.7212531670239746
2023-12-20,8292.0,8289.6,8307.3,8513.333333333334,8340.307849174664,159.14285714285714,52.535496957403645,-50.22042153304574,-75.86576707917582,25.645345546130088,8492.6555331901,8121.944466809898,8307.3,370.7110663802023,66.13662332440657,50.64794445790629,97.11398105740713,-4.761904761904762,89.52201288886299,97.5282776410864,62360.5,-944587,77508.85,3395.0,4.295239179666255
2023-12-21,8392.0,8322.4,8316.7,8501.466666666667,8364.849958777077,155.0,64.46280991735537,-24.10388621758102,-65.51339090685687,41.40950468927585,8539.30949996274,8094.090500037261,8316.7,445.2189999254779,76.40270418306542,59.23286436629267,110.74238381661094,-3.0651340996168583,130.4648687979902,100.0,64024.5,-866188,77700.75,-1879.0,-2.279343975932846
2023-12-22,8464.0,8349.0,8326.5,8492.633333333333,8387.626153179259,154.57142857142858,67.45182012847965,-2.8888926089675806,-52.988491247279015,50.099598638311434,8581.005092493726,8071.994907506274,8326.5,509.0101849874518,80.25930565239872,66.24167812832802,108.29456070054013,-12.027491408934708,125.8575160164171,100.0,66224.75,-786076,77920.8,223.0,0.27682262249091316
2023-12-25,8516.4,8372.4,8340.1,8481.833333333334,8404.99509097171,155.14285714285714,65.35269709543567,11.053212270817312,-40.18015054365975,51.23336281447706,8616.33475904607,8063.86524095393,8340.1,552.4695180921408,80.88306516574576,71.12214047413393,100.40491454896943,-17.869415807560138,93.02318909237376,94.8971181720002,65589.45,-843391,78124.55,742.0,0.9185441941074624
2023-12-26,8561.6,8391.2,8354.4,8472.066666666668,8418.23365373631,145.0,62.264150943396224,19.77647720773348,-28.188824993381104,47.96530220111458,8642.112136838521,8066.687863161478,8354.4,575.424273677043,79.80978685734712,74.01802260187166,91.39331536829803,-22.33676975945017,81.09335765079987,86.783767400165,65926.95,-887244,78350.4,760.0,0.9322636834228737
2023-12-27,8592.8,8442.4,8374.1,8467.366666666667,8440.11616290428,143.42857142857142,68.56581532416503,34.68186737531505,-15.614686519641875,50.29655389495693,8685.820455063895,8062.379544936106,8374.1,623.4409101277888,84.94084191473817,77.65896237282718,99.50460099856016,-4.4673539518900345,87.43149971147075,100.0,65868.7,-827645,78742.15,4690.0,5.6999100653849055
2023-12-28,8608.0,8500.0,8385.7,8462.266666666666,8462.390814056253,142.42857142857142,67.21311475409836,48.03871873310345,-2.884005469092809,50.922724202196264,8724.177768841588,8047.222231158414,8385.7,676.955537683174,86.77989969888397,80.6992748148461,98.94114946695967,-7.9113924050632916,88.94144558319371,96.15284959611196,64481.3,-763707,79773.7,3278.0,3.769029112817912
2023-12-29,8605.2,8534.6,8399.3,8455.333333333334,8474.54406986042,145.14285714285714,62.00378071833648,51.255183828428926,7.943832390411538,43.31135143801739,8748.027068666932,8050.572931333066,8399.3,697.4541373338661,80.65200860428743,80.68351941132656,80.58898699020918,-21.20253164556962,61.506553736857825,81.3372340909886,64007.6,-817450,80898.15,-784.0,-0.8686980609418304
2024-01-02,8614.0,8565.2,8416.1,8455.233333333334,8487.82558701657,144.71428571428572,62.14689265536723,55.10563159452795,17.37619223123482,37.729439363293125,8772.51129404986,8059.68870595014,8416.1,712.8225880997206,76.9907545513575,79.45259779133687,72.06706807139875,-19.692307692307693,69.09208898709257,81.74425184386936,63889.9,-769137,82003.05,212.0,0.23696152728411857
2024-01-03,8609.6,8585.6,8428.5,8455.6,8491.080293014991,142.28571428571428,70.66381156316916,50.155348430138474,23.932023471015555,26.22332495912292,8781.33364202886,8075.66635797114,8428.5,705.6672840577194,59.54634778309678,72.81718112192351,33.0046811054433,-33.84615384615385,38.20410945405007,100.0,64483.85,-829748,83102.5,739.0,0.8240594125649592
2024-01-04,8585.6,8589.2,8439.4,8456.766666666666,8494.596455584993,143.42857142857142,73.83592017738358,46.1839830058434,28.382415377981125,17.801567627862276,8790.283636432037,8088.516363567962,8439.4,701.7672728640755,46.0106965018625,63.881686248569835,10.268717008447823,-35.08196721311475,33.952693083740364,100.0,63331.75,-768243,84245.85,2663.0,2.9452425981839614
